TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS
TRADE DATE;INSTRUMENT SERIES CODE;INSTRUMENT NAME;MARKET SUB SEGMENT;MARKET SEGMENT;MARKET;INSTRUMENT GROUP;INSTRUMENT TYPE;INSTRUMENT CLASS;TRADING METHOD;MARKET MAKER;BIST 100 INDEX;BIST 30 INDEX;GROSS SETTLEMENT;CORPORATE ACTION;SUSPENDED;PREVIOUS LAST PRICE;OPENING PRICE;OPENING SESSION PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;CLOSING SESSION PRICE;CHANGE TO PREVIOUS CLOSING (%);REMAINING BID;REMAINING ASK;VWAP;TOTAL TRADED VALUE;TOTAL TRADED VOLUME;TOTAL NUMBER OF CONTRACTS;REFERENCE PRICE;TRADED VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;NUMBER OF CONTRACTS AT OPENING SESSION;TRADED VALUE AT CLOSING SESSION;TRADED VOLUME AT CLOSING SESSION;NUMBER OF CONTRACTS AT CLOSING SESSION;TRADED VALUE OF TRADES AT CLOSING PRICE;TRADED VOLUME OF TRADES AT CLOSING PRICE;NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE;LOWEST SHORT SALE PRICE;HIGHEST SHORT SALE PRICE;SHORT SALE VWAP;TRADED VALUE OF SHORT SALE TRADES;TRADED VOLUME OF SHORT SALE TRADES;NUMBER OF CONTRACTS OF SHORT SALE TRADES;LOWEST TRADE REPORT PRICE;HIGHEST TRADE REPORT PRICE;TRADE REPORT VWAP;TRADE REPORT TRADED VALUE;TRADE REPORT TRADED VOLUME;NUMBER OF TRADE REPORTS;MIDPOINT TRADED VALUE;MIDPOINT TRADED VOLUME;MIDPOINT NUMBER OF CONTRACTS;SHORT SELL
2022-09-23;PBACK.V;BRENTC2709220110.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0.02;0.01;765.14;76514;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBACL.V;BRENTC2610220140.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;0.04;0.04;0;0.03;0.04;0.04;0;0;0.04;0.05;0.039;6360.23;163774;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBACM.V;BRENTC2610220130.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;0.04;0.05;0;0.04;0.05;0.04;0;0;0.04;0.05;0.04;502.29;12557;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBACN.V;BRENTC2610220120.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;0.1;0.08;0;0.05;0.09;0.05;0;-50;0.03;0.08;0.073;48534.43;669185;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBACO.V;BRENTC2610220110.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;0.21;0.19;0;0.1;0.19;0.11;0;-47.619;0.1;0.11;0.157;2083459.15;13256208;736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBACP.V;BRENTC2610220100.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;0.47;0.44;0;0.26;0.45;0.28;0;-40.426;0.27;0.28;0.341;6386390.16;18734962;2707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBACQ.V;BRENTC2511220130.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;0.16;0.15;0;0.09;0.15;0.11;0;-31.25;0.1;0.12;0.119;59847.03;503556;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBACR.V;BRENTC2511220120.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;0.31;0.32;0;0.2;0.32;0.21;0;-32.258;0.2;0.22;0.227;116015;510866;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBACS.V;BRENTC2511220110.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;0.51;0.51;0;0.34;0.51;0.35;0;-31.373;0.34;0.35;0.384;408819.99;1063629;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBACT.V;BRENTC2511220100.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;0.76;0.76;0;0.51;0.76;0.53;0;-30.263;0.52;0.54;0.625;1374240.67;2200192;429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBACU.V;BRENTC2511220090.00AKM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBAKM;PY;1;0;0;0;;0;1.45;1.38;0;1.04;1.41;1.05;0;-27.586;1.04;1.08;1.144;1814930.88;1586551;323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARG.V;BRENTP2709220120.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;5.31;5.75;0;5.75;6.33;6.33;0;19.209;0.06;6.36;6.239;49.91;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARH.V;BRENTP2709220110.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;3.7;3.89;0;3.85;3.89;3.85;0;4.054;0.06;0;3.87;7.74;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARI.V;BRENTP2709220100.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;1.83;2.08;0;2.03;2.62;2.62;0;43.169;0.06;0;2.609;5001.76;1917;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARJ.V;BRENTP2709220090.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;0.49;0.52;0;0.52;1;0.96;0;95.918;0.06;0;0.716;1737249.92;2424699;371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARK.V;BRENTP2709220080.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;0.03;0.1;0;0.09;0.12;0.11;0;266.667;0.01;999;0.106;692.45;6516;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARL.V;BRENTP2610220120.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;5.4;6;0;5.95;6.58;6.58;0;21.852;0.06;1250;6.1;292.82;48;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARM.V;BRENTP2610220110.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;3.77;4.68;0;4.68;4.68;4.68;0;24.138;0.06;1500;4.68;4.68;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARN.V;BRENTP2610220100.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;2.17;2.64;0;2.64;2.64;2.64;0;21.659;0.06;1250;2.64;2.64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARO.V;BRENTP2610220090.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;1.23;1.31;0;1.29;1.67;1.67;0;35.772;0.06;1000;1.452;7144.34;4920;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARP.V;BRENTP2610220080.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;0.49;0.5;0;0.5;0.75;0.72;0;46.939;0.43;0.75;0.601;351607.35;584922;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARQ.V;BRENTP2511220110.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;4.52;4.78;0;4.78;5.25;5.25;0;16.15;0.06;0;5.044;398.5;79;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARR.V;BRENTP2511220100.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;3.07;0;0;0;0;0;0;0;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARS.V;BRENTP2511220090.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;1.82;1.9;0;1.9;2.26;2.26;0;24.176;0.06;0;2.126;23053.06;10844;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBART.V;BRENTP2511220080.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;1.02;1.2;0;1.2;1.33;1.33;0;30.392;0.06;0;1.25;8098.5;6479;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBARU.V;BRENTP2511220070.00AKM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBAKM;PY;1;0;0;0;;0;0.48;0.5;0;0.5;0.63;0.63;0;31.25;0.46;0.68;0.506;99042.17;195655;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBILL.V;BRENTC2709220105.00IYM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBIYM;PY;1;0;0;0;;0;0.02;0.02;0;0.01;0.02;0.02;0;0;0.01;0.02;0.01;32382.21;3090786;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBILM.V;BRENTC2709220115.00IYM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBIYM;PY;1;0;0;0;;0;0.02;0.02;0;0.01;0.02;0.01;0;-50;0;0.01;0.011;46732.55;4348170;801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBILN.V;BRENTC2709220125.00IYM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBIYM;PY;1;0;0;0;;0;0.02;0.01;0;0.01;0.02;0.02;0;0;0.01;0.02;0.01;17789.32;1778890;406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBILO.V;BRENTC2709220135.00IYM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBIYM;PY;1;0;0;0;;0;0.02;0.01;0;0.01;0.02;0.01;0;-50;0.01;0.02;0.01;7115.36;711534;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIMA.V;BRENTC2610220100.00IYM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBIYM;PY;1;0;0;0;;0;0.39;0.38;0;0.3;0.39;0.3;0;-23.077;0.3;0.31;0.339;6791804.02;20062657;2981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIMB.V;BRENTC2610220110.00IYM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBIYM;PY;1;0;0;0;;0;0.15;0.14;0;0.1;0.14;0.1;0;-33.333;0.1;0.11;0.115;1148374.62;9990534;1169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIMC.V;BRENTC2610220115.00IYM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBIYM;PY;1;0;0;0;;0;0.09;0.08;0;0.04;0.09;0.05;0;-44.444;0.05;0.06;0.061;770509.36;12649198;1066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIMD.V;BRENTC2610220120.00IYM0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPXBIYM;PY;1;0;0;0;;0;0.07;0.06;0;0.03;0.06;0.05;0;-28.571;0.04;0.05;0.043;133427.52;3094691;506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIZH.V;BRENTP2709220110.00IYM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBIYM;PY;1;0;0;0;;0;3.59;3.69;0;3.69;3.69;3.69;0;2.786;4.46;4.49;3.69;47.97;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIZI.V;BRENTP2709220100.00IYM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBIYM;PY;1;0;0;0;;0;1.78;2.43;0;2.43;2.43;2.43;0;36.517;2.63;2.66;2.43;376.65;155;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIZJ.V;BRENTP2709220090.00IYM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBIYM;PY;1;0;0;0;;0;0.43;0.46;0;0.44;0.95;0.91;0;111.628;0.92;0.93;0.674;1744279.93;2586979;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIZK.V;BRENTP2709220080.00IYM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBIYM;PY;1;0;0;0;;0;0.03;0.03;0;0.02;0.09;0.09;0;200;0.08;0.09;0.048;317926.02;6693063;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIZL.V;BRENTP2610220095.00IYM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBIYM;PY;1;0;0;0;;0;1.7;1.7;0;1.7;2.23;2.23;0;31.176;2.26;2.28;1.959;129817.73;66251;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIZM.V;BRENTP2610220090.00IYM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBIYM;PY;1;0;0;0;;0;1.15;1.18;0;1.18;1.61;1.6;0;39.13;1.6;1.62;1.313;41614.21;31698;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIZN.V;BRENTP2610220085.00IYM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBIYM;PY;1;0;0;0;;0;0.72;0.77;0;0.75;1.09;1.06;0;47.222;1.06;1.07;0.863;380774.6;441258;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PBIZO.V;BRENTP2610220080.00IYM0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPXBIYM;PY;1;0;0;0;;0;0.43;0.45;0;0.44;0.67;0.66;0;53.488;0.66;0.67;0.596;1884392.23;3160427;221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEADZ.V;PETKMC3009220011.40AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;2.17;2.06;0;2.06;2.06;2.06;0;-5.069;0.04;4;2.06;309;150;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAEA.V;PETKMC3009220010.50AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;2.92;2.92;0;2.88;2.92;2.9;0;-0.685;0;0;2.899;779.87;269;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAEB.V;PETKMC3009220009.70AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;4.89;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAEC.V;PETKMC3009220008.70AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;6.5;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAED.V;PETKMC3110220011.50AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;2.48;0;0;0;0;0;0;0;0.06;6.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAEE.V;PETKMC3110220010.50AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;4.42;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAEF.V;PETKMC3110220009.50AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;5.31;0;0;0;0;0;0;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAEG.V;PETKMC3110220008.70AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;5.27;4.82;0;4.82;4.82;4.82;0;-8.539;0.13;0;4.82;48.2;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAEH.V;PETKMC3011220018.00AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;0.44;0.46;0;0.36;0.46;0.43;0;-2.273;0.42;0.43;0.375;85099.21;226935;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAEI.V;PETKMC3011220016.50AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;0.69;0.7;0;0.62;0.7;0.66;0;-4.348;0.19;0.67;0.666;11824.24;17765;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAEJ.V;PETKMC3011220015.00AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;1.1;1;0;1;1.02;1.02;0;-7.273;0.31;1.18;1;2002.04;2002;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEAEK.V;PETKMC3011220013.00AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWPETAKM;PY;1;0;0;0;;0;1.7;0;0;0;0;0;0;0;0.06;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEASU.V;PETKMP3009220010.20AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;0.01;0.02;0;0.01;0.05;0.01;0;0;0.01;0.02;0.018;1193.3;64682;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEASV.V;PETKMP3009220009.30AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;0.01;0.02;0;0.02;0.05;0.02;0;100;0;0.05;0.02;1077.78;53874;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEASW.V;PETKMP3009220008.50AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;0.01;0;0;0;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEASX.V;PETKMP3009220007.70AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;0.01;0;0;0;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEASY.V;PETKMP3110220010.50AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;0.15;0.15;0;0.11;0.15;0.14;0;-6.667;0.11;0.13;0.122;15018.21;122601;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEASZ.V;PETKMP3110220009.40AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;0.04;0.04;0;0.03;0.05;0.05;0;25;0.01;0.05;0.039;5777.4;149246;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEATA.V;PETKMP3110220008.60AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;0.05;0.05;0;0.01;0.05;0.01;0;-80;0.01;0.05;0.03;0.12;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEATB.V;PETKMP3110220007.80AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;0.02;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEATC.V;PETKMP3011220016.00AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;2.7;2.84;0;2.84;2.84;2.84;0;5.185;0.06;0;2.84;62.48;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEATD.V;PETKMP3011220015.00AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;1.81;0;0;0;0;0;0;0;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEATE.V;PETKMP3011220013.00AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;0.98;0;0;0;0;0;0;0;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;PEATF.V;PETKMP3011220012.00AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWPETAKM;PY;1;0;0;0;;0;0.61;0.65;0;0.65;0.74;0.65;0;6.557;0.03;0.75;0.65;733.38;1128;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
