TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS
TRADE DATE;INSTRUMENT SERIES CODE;INSTRUMENT NAME;MARKET SUB SEGMENT;MARKET SEGMENT;MARKET;INSTRUMENT GROUP;INSTRUMENT TYPE;INSTRUMENT CLASS;TRADING METHOD;MARKET MAKER;BIST 100 INDEX;BIST 30 INDEX;GROSS SETTLEMENT;CORPORATE ACTION;SUSPENDED;PREVIOUS LAST PRICE;OPENING PRICE;OPENING SESSION PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;CLOSING SESSION PRICE;CHANGE TO PREVIOUS CLOSING (%);REMAINING BID;REMAINING ASK;VWAP;TOTAL TRADED VALUE;TOTAL TRADED VOLUME;TOTAL NUMBER OF CONTRACTS;REFERENCE PRICE;TRADED VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;NUMBER OF CONTRACTS AT OPENING SESSION;TRADED VALUE AT CLOSING SESSION;TRADED VOLUME AT CLOSING SESSION;NUMBER OF CONTRACTS AT CLOSING SESSION;TRADED VALUE OF TRADES AT CLOSING PRICE;TRADED VOLUME OF TRADES AT CLOSING PRICE;NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE;LOWEST SHORT SALE PRICE;HIGHEST SHORT SALE PRICE;SHORT SALE VWAP;TRADED VALUE OF SHORT SALE TRADES;TRADED VOLUME OF SHORT SALE TRADES;NUMBER OF CONTRACTS OF SHORT SALE TRADES;LOWEST TRADE REPORT PRICE;HIGHEST TRADE REPORT PRICE;TRADE REPORT VWAP;TRADE REPORT TRADED VALUE;TRADE REPORT TRADED VOLUME;NUMBER OF TRADE REPORTS;MIDPOINT TRADED VALUE;MIDPOINT TRADED VOLUME;MIDPOINT NUMBER OF CONTRACTS;SHORT SELL
2022-09-23;AEFES.E;ANADOLU EFES;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAEFES;SI;0;1;0;0;;0;43.8;43.8;43.8;43.58;45.26;44.44;44.44;1.461;44.32;44.44;44.508;129033296.86;2899097;9263;0;155884.2;3559;41;7673188.16;172664;78;19553.6;440;3;43.64;45.18;44.471;15965417.56;359004;1365;0;0;0;0;0;0;0;0;0;1
2022-09-23;AGESA.E;AGESA HAYAT EMEKLILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGESA;SI;0;0;0;0;;0;26.7;26.84;26.84;25.8;26.84;25.8;25.8;-3.371;25.8;25.9;26.291;10971125.1;417291;2944;0;51344.92;1913;33;187849.8;7281;46;32250;1250;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;AGHOL.E;ANADOLU GRUBU HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGHOL;SI;0;1;0;0;;0;84.7;85.1;85.1;83.25;86.4;83.9;83.9;-0.945;83.85;83.9;84.649;114408787.25;1351563;8188;0;94631.2;1112;18;2380830.3;28377;48;136337.5;1625;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;AKBNK.AOF;AKBANK AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFAKBNK;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;AKBNK.E;AKBANK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKBNK;SI;0;1;1;0;;0;11.62;11.62;11.62;11.25;11.73;11.28;11.28;-2.926;11.28;11.29;11.468;1497908381.11;130620157;41814;0;7232985.2;622460;310;18616613.52;1650409;294;8986572.96;796682;93;11.26;11.72;11.445;94650934.49;8269964;2698;0;0;0;0;0;0;0;0;0;1
2022-09-23;AKCNS.E;AKCANSA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKCNS;SI;0;0;0;0;;0;29.78;30;30;29.52;30.64;29.52;29.52;-0.873;29.52;29.66;30.091;7069334.42;234930;1821;0;28200;940;16;412807.68;13984;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;AKENR.E;AK ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKENR;SI;0;0;0;0;;0;2.69;2.68;2.68;2.62;2.81;2.72;2.72;1.115;2.71;2.72;2.747;158031202.68;57526061;12614;0;439431.56;163967;140;986941.12;362846;64;150731.52;55416;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;AKFGY.E;AKFEN GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKFGY;SI;0;1;0;0;;0;3.11;3.13;3.13;3.04;3.18;3.15;3.15;1.286;3.14;3.15;3.127;217817950.05;69648292;18578;0;1269743.97;405669;62;2773244.25;880395;201;667044;211760;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;AKGRT.E;AKSIGORTA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKGRT;SI;0;0;0;0;;0;3.94;3.99;3.99;3.84;3.99;3.85;3.85;-2.284;3.84;3.85;3.896;13355036.56;3428014;3205;0;59949.75;15025;27;257368.65;66849;36;104797;27220;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;AKSA.E;AKSA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKSA;SI;0;1;0;0;;0;59.65;59.8;59.8;58.6;60.8;58.85;58.85;-1.341;58.85;58.9;59.837;232409434.5;3884023;17511;0;1734857.8;29011;124;2033797.15;34559;150;538654.05;9153;45;58.65;60.8;59.737;23438045.25;392355;1902;0;0;0;0;0;0;0;0;0;1
2022-09-23;AKSEN.E;AKSA ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKSEN;SI;0;1;0;0;;0;32.66;33.68;33.68;33.54;35.92;34.28;34.28;4.96;34.28;34.3;34.73;1487122664.98;42820054;67958;0;14009802.24;415968;538;11506424.8;335660;260;1724352.56;50302;33;33.56;35.92;34.71;130380370.14;3756267;6932;0;0;0;0;0;0;0;0;0;1
2022-09-23;AKSGY.E;AKIS GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKSGY;SI;0;0;0;0;;0;3.51;3.52;3.52;3.52;3.68;3.58;3.58;1.994;3.58;3.59;3.619;38574500.2;10657699;5075;0;264211.2;75060;28;375670.88;104936;59;62664.32;17504;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ALARK.E;ALARKO HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALARK;SI;0;1;0;0;;0;68.35;68.45;68.45;66.6;69.55;68.15;68.15;-0.293;68.15;68.2;67.997;388483093.55;5713215;22837;0;4680816.35;68383;195;5639480.65;82751;121;885609.25;12995;45;66.65;69.5;68.09;39036261.45;573302;3048;0;0;0;0;0;0;0;0;0;1
2022-09-23;ALBRK.E;ALBARAKA TURK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALBRK;SI;0;1;0;0;;0;1.95;1.96;1.96;1.91;1.97;1.92;1.92;-1.538;1.91;1.92;1.937;53670432.1;27704102;6240;0;51187.36;26116;44;379562.88;197689;50;792366.72;412691;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ALGYO.E;ALARKO GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALGYO;SI;0;1;0;0;;0;43.94;43.96;43.96;42.96;44.38;43;43;-2.139;43;43.06;43.648;55058563.44;1261408;5102;0;220107.72;5007;40;1559223;36261;74;30100;700;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ALKIM.E;ALKIM KIMYA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALKIM;SI;0;1;0;0;;0;28.92;29.16;29.16;28.44;29.32;28.58;28.58;-1.176;28.56;28.58;28.742;52800787.66;1837033;5745;0;528291.72;18117;74;574029.3;20085;46;255362.3;8935;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ANGEN.E;ANATOLIA TANI VE BIYOTEKNOLOJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTANGEN;SI;0;0;0;0;;0;32.26;32.58;32.58;32.54;34.04;33.88;33.88;5.022;33.88;33.9;33.497;176923676.22;5281831;19597;0;559822.14;17183;77;1417573.08;41841;148;243868.24;7198;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ANHYT.E;ANADOLU HAYAT EMEK.;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTANHYT;SI;0;0;0;0;;0;14.54;14.54;14.54;14.32;14.55;14.37;14.37;-1.169;14.36;14.37;14.425;8321736.19;576916;1578;0;15572.34;1071;15;17215.26;1198;14;10504.47;731;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ANSGR.E;ANADOLU SIGORTA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTANSGR;SI;0;0;0;0;;0;8.99;8.99;8.99;8.92;9.25;9.11;9.11;1.335;9.11;9.17;9.084;3197543.93;352003;588;0;1015.87;113;3;11870.33;1303;4;4555;500;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ARASE.E;DOGU ARAS ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTARASE;SI;0;0;0;0;;0;113.8;115;115;112.2;116.9;112.9;112.9;-0.791;112.9;113;114.282;54244388.9;474654;5333;0;441255;3837;55;889877.8;7882;35;226138.7;2003;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ARCLK.AOF;ARCELIK AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFARCLK;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ARCLK.E;ARCELIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTARCLK;SI;0;1;1;0;;0;71.1;71.15;71.15;71;73;71.7;71.7;0.844;71.7;71.75;71.963;381904284.7;5306933;17970;0;1490236.75;20945;57;7826772;109160;107;2084677.5;29075;36;71.05;73;71.879;22633907.55;314890;1700;0;0;0;0;0;0;0;0;0;1
2022-09-23;ARDYZ.E;ARD BILISIM TEKNOLOJILERI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTARDYZ;SI;0;1;0;0;;0;6.05;6.07;6.07;6.06;6.21;6.17;6.17;1.983;6.16;6.17;6.142;45283521.45;7372247;9428;0;325667.64;53652;63;482222.52;78156;70;147944.26;23978;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ARENA.E;ARENA BILGISAYAR;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTARENA;SI;0;0;0;0;;0;13.03;13.05;13.05;12.81;13.08;12.9;12.9;-0.998;12.9;12.91;12.926;11000558.86;851049;3757;0;15111.9;1158;11;134740.5;10445;50;40635;3150;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ASELS.AOF;ASELSAN AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFASELS;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ASELS.E;ASELSAN;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTASELS;SI;0;1;1;0;;0;30.92;31;31;30.02;31.12;30.1;30.1;-2.652;30.1;30.12;30.602;1408410951.52;46023690;75578;0;8010865;258415;261;30925823.6;1027436;684;4594193.1;152631;124;30.06;31.12;30.633;114427178.7;3735364;5803;0;0;0;0;0;0;0;0;0;1
2022-09-23;ATATP.E;ATP BILGISAYAR;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTATATP;SI;0;0;0;0;;0;20.92;20.98;20.98;20.24;20.98;20.3;20.3;-2.964;20.3;20.32;20.522;13536868.8;659614;4242;0;25196.98;1201;11;163536.8;8056;40;70278.6;3462;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;AYDEM.E;AYDEM ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAYDEM;SI;0;1;0;0;;0;15.25;15.35;15.35;15.03;15.7;15.3;15.3;0.328;15.28;15.3;15.254;92365704.44;6055084;7343;0;318619.95;20757;38;983361.6;64272;56;948722.4;62008;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;AYGAZ.E;AYGAZ;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAYGAZ;SI;0;0;0;0;;0;47.6;47.88;47.88;46.98;48.54;47.3;47.3;-0.63;47.3;47.32;47.583;17181324.5;361083;3407;0;120035.16;2507;14;178226.4;3768;47;50658.3;1071;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;BAGFS.E;BAGFAS;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBAGFS;SI;0;1;0;0;;0;22.9;22.92;22.92;22.72;25.1;25.02;25.02;9.258;25.02;25.04;23.817;217871948.26;9147930;19679;0;758033.16;33073;80;3205062;128100;160;1233686.16;49308;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;BARMA.E;BAREM AMBALAJ;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBARMA;SI;0;0;0;0;;0;44.78;44.78;44.78;44;46.52;45.52;45.52;1.653;45.5;45.52;45.377;109876598.36;2421428;17367;0;591722.92;13214;129;315134.96;6923;37;512873.84;11267;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;BASGZ.E;BASKENT DOGALGAZ GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBASGZ;SI;0;1;0;0;;0;15.52;15.56;15.56;15.5;15.9;15.52;15.52;0;15.52;15.56;15.656;56869144.54;3632507;7032;0;18578.64;1194;24;1507690.4;97145;98;29146.56;1878;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;BERA.E;BERA HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBERA;SI;0;1;0;0;;0;17.5;17.5;17.5;17.35;17.92;17.62;17.62;0.686;17.62;17.63;17.651;144513680.85;8187069;11391;0;1039745;59414;122;1551758.16;88068;76;537304.28;30494;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;BIMAS.AOF;BIM MAGAZALAR AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFBIMAS;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;BIMAS.E;BIM MAGAZALAR;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBIMAS;SI;0;1;1;0;;0;117.8;117.8;117.8;117.6;123.3;120.1;120.1;1.952;120.1;120.2;121.085;851318288.2;7030772;30049;0;2920379.8;24791;145;21404942.6;178226;341;1421743.8;11838;108;117.7;123.2;121.293;43659816.1;359954;1660;0;0;0;0;0;0;0;0;0;1
2022-09-23;BIOEN.E;BIOTREND CEVRE VE ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBIOEN;SI;0;0;0;0;;0;12.9;13.1;13.1;12.45;13.2;12.77;12.77;-1.008;12.75;12.77;12.862;72390411.62;5628438;8883;0;701570.5;53555;76;1751009.63;137119;75;26599.91;2083;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;BRISA.E;BRISA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBRISA;SI;0;0;0;0;;0;37.88;38;38;37.98;38.94;38.46;38.46;1.531;38.46;38.48;38.536;54266649.98;1408221;5818;0;91162;2399;25;591822.48;15388;51;164531.88;4278;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;BRYAT.E;BORUSAN YAT. PAZ.;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBRYAT;SI;0;1;0;0;;0;666;642.5;642.5;610;689.6;626;626;-6.006;626;626.1;634.719;164070543.9;258493;18940;0;631577.5;983;110;497670;795;44;43820;70;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;BTCIM.E;BATI CIMENTO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBTCIM;SI;0;0;0;0;;0;29.98;29.98;29.98;29.8;30.2;30;30;0.067;29.96;30;29.977;8114970.02;270704;652;0;112844.72;3764;13;185670;6189;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;BUCIM.E;BURSA CIMENTO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBUCIM;SI;0;1;0;0;;0;4.11;4.12;4.12;4.06;4.2;4.15;4.15;0.973;4.14;4.15;4.127;97713067.96;23677526;6015;0;173353.12;42076;45;343981.05;82887;35;387817.5;93450;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;CANTE.E;CAN2 TERMIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCANTE;SI;0;0;0;0;;0;93;93;93;91.7;97;96;96;3.226;95.85;96;94.079;38135560.95;405355;6702;0;306342;3294;43;2075520;21620;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;CCOLA.E;COCA COLA ICECEK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCCOLA;SI;0;1;0;0;;0;146;147.6;147.6;147.1;153.3;150;150;2.74;150;150.1;150.721;89468497.7;593604;7644;0;492393.6;3336;54;2408550;16057;106;183000;1220;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;CEMTS.E;CEMTAS;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCEMTS;SI;0;1;0;0;;0;33.06;33.36;33.36;33.04;33.94;33.42;33.42;1.089;33.42;33.44;33.468;79748436.44;2382826;8831;0;585234.48;17543;66;858392.7;25685;51;281730.6;8430;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;CIMSA.E;CIMSA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCIMSA;SI;0;1;0;0;;0;59.65;59.95;59.95;58.95;60.65;58.95;58.95;-1.174;58.9;58.95;59.729;82473572.2;1380792;6368;0;809085.2;13496;30;1031389.2;17496;73;428271.75;7265;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;CLEBI.E;CELEBI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCLEBI;SI;0;0;0;0;;0;411.3;411.5;411.5;411.3;430.4;419;419;1.872;419;419.2;421.239;53112301.1;126086;3629;0;85592;208;8;855598;2042;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;CONSE.E;CONSUS ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCONSE;SI;0;0;0;0;;0;4.45;4.49;4.49;4.39;4.64;4.44;4.44;-0.225;4.43;4.44;4.54;175468631.32;38651638;15919;0;1264321.14;281586;106;980178.84;220761;68;911376.6;205265;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;DARDL.E;DARDANEL;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTDARDL;SI;0;0;0;0;;0;4.16;4.17;4.17;4.12;4.29;4.16;4.16;0;4.16;4.17;4.201;84611713.36;20139017;8577;0;97815.69;23457;35;925321.28;222433;87;198989.44;47834;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;DEVA.E;DEVA HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTDEVA;SI;0;1;0;0;;0;34.04;34.1;34.1;34.1;35.36;34.74;34.74;2.056;34.74;34.78;34.87;66562987.56;1908863;5403;0;87773.4;2574;16;588078.72;16928;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;DOAS.E;DOGUS OTOMOTIV;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTDOAS;SI;0;1;0;0;;0;105.5;107;107;105.5;109.3;106.7;106.7;1.137;106.6;106.7;107.059;69655933.8;650632;5667;0;537140;5020;57;1760870.1;16503;60;43640.3;409;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;DOHOL.E;DOGAN HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTDOHOL;SI;0;1;0;0;;0;5.25;5.27;5.27;5.23;5.35;5.29;5.29;0.762;5.29;5.3;5.297;956581113.08;180590575;13069;0;5068269.67;961721;81;31303046;5917400;242;14747530.77;2787813;103;5.24;5.34;5.301;42737541.57;8062903;575;0;0;0;0;0;0;0;0;0;1
2022-09-23;ECILC.E;ECZACIBASI ILAC;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTECILC;SI;0;1;0;0;;0;14.93;15.05;15.05;15.05;16.28;16.11;16.11;7.904;16.1;16.11;15.766;352283185.32;22344200;19579;0;753222.4;50048;40;4633123.23;287593;185;1238794.56;76896;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ECZYT.E;ECZACIBASI YATIRIM;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTECZYT;SI;0;0;0;0;;0;77;77.1;77.1;76.7;80.4;79.9;79.9;3.766;79.85;79.9;78.998;103752150.8;1313355;4985;0;322046.7;4177;37;654141.3;8187;45;252484;3160;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;EGEEN.E;EGE ENDUSTRI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTEGEEN;SI;0;1;0;0;;0;2354.1;2364.3;2364.3;2323.1;2393.2;2333.1;2333.1;-0.892;2333.1;2333.4;2358.949;75080640.2;31828;4923;0;664368.3;281;36;720927.9;309;39;804919.5;345;37;2331.3;2393;2358.365;4188456.4;1776;342;0;0;0;0;0;0;0;0;0;1
2022-09-23;EGGUB.E;EGE GUBRE;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTEGGUB;SI;0;0;0;0;;0;69.2;69.85;69.85;67.7;72.7;70.6;70.6;2.023;70.55;70.6;70.545;95610222.15;1355302;9807;0;374605.55;5363;50;530135.4;7509;56;108088.6;1531;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;EGPRO.E;EGE PROFIL;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTEGPRO;SI;0;0;0;0;;0;39.6;39.7;39.7;38.84;40.7;40.64;40.64;2.626;40.62;40.64;39.551;30359139.1;767604;10229;0;178451.5;4495;39;780369.28;19202;86;536244.8;13195;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;EGSER.E;EGE SERAMIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTEGSER;SI;0;0;0;0;;0;35.08;35.08;35.08;34.94;35.92;35.04;35.04;-0.114;35.02;35.04;35.441;12496572.98;352605;2611;0;44411.28;1266;28;126284.16;3604;27;68678.4;1960;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;EKGYO.AOF;EMLAK KONUT GMYO AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFEKGYO;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;EKGYO.E;EMLAK KONUT GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTEKGYO;SI;0;1;1;0;;0;4.03;4.04;4.04;3.96;4.13;3.97;3.97;-1.489;3.97;3.98;4.049;1536363682.81;379428591;27448;0;28292835.08;7003177;222;24746558.3;6233390;279;25356910.07;6387131;147;3.97;4.13;4.055;95029554.4;23433000;2134;0;0;0;0;0;0;0;0;0;1
2022-09-23;ELITE.E;ELITE NATUREL ORGANIK GIDA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTELITE;SI;0;0;0;0;;0;24.78;25;25;24.6;25.9;25.1;25.1;1.291;25.1;25.12;25.275;48068177.26;1901775;5480;0;192250;7690;22;364276.3;14513;33;138150.4;5504;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ENJSA.E;ENERJISA ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTENJSA;SI;0;1;0;0;;0;18.22;18.3;18.3;17.93;18.54;17.93;17.93;-1.592;17.93;17.99;18.21;100771600.48;5533946;10733;0;564866.1;30867;65;3559947.71;198547;228;565512.2;31540;43;18.01;18.53;18.261;11888414.35;651045;1094;0;0;0;0;0;0;0;0;0;1
2022-09-23;ENKAI.E;ENKA INSAAT;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTENKAI;SI;0;1;0;0;;0;18.47;18.5;18.5;17.9;18.56;17.9;17.9;-3.086;17.89;17.9;18.125;88740925.26;4896147;19461;0;131979;7134;65;2809261.8;156942;435;567018.3;31677;99;17.93;18.56;18.112;5566339.23;307327;996;0;0;0;0;0;0;0;0;0;1
2022-09-23;ERBOS.E;ERBOSAN;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTERBOS;SI;0;1;0;0;;0;127;127.7;127.7;124;130.9;124.6;124.6;-1.89;124.6;124.7;127.193;113574339.2;892931;9972;0;963496.5;7545;85;968640.4;7774;93;424886;3410;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
